service,hour,day_of_week,is_weekend,queue_length,counters_open,wait_minutes
General Enquiry,12,6,1,19,1,78.99
General Enquiry,9,2,0,25,4,24.17
Document Verification,11,3,0,22,4,22.93
Customer Support,12,2,0,34,3,88.82
Bill Payment,11,4,0,23,4,22.26
Document Verification,17,1,0,32,3,67.92
Customer Support,16,4,0,5,1,27.28
Account Services,15,6,1,15,3,34.71
General Enquiry,16,4,0,11,1,40.04
General Enquiry,14,0,0,17,3,23.21
Document Verification,10,5,1,32,3,67.64
General Enquiry,10,0,0,65,3,78.96
Bill Payment,9,5,1,16,2,27.5
Customer Support,10,6,1,64,3,158.04
Bill Payment,15,4,0,12,1,48.79
Document Verification,16,6,1,31,4,47.99
Account Services,16,2,0,38,1,269.38
General Enquiry,10,3,0,8,3,11.28
Account Services,17,6,1,60,2,263.79
Customer Support,15,4,0,28,3,72.07
Account Services,17,3,0,49,2,167.44
Account Services,12,6,1,26,4,50.0
General Enquiry,14,5,1,14,1,50.65
Account Services,17,6,1,5,3,10.48
Account Services,16,2,0,31,2,132.01
Customer Support,13,1,0,24,3,48.99
Bill Payment,13,1,0,40,2,76.68
Bill Payment,11,5,1,20,4,20.7
General Enquiry,16,5,1,37,2,69.44
Customer Support,10,6,1,46,3,119.0
Customer Support,9,4,0,26,4,43.08
Bill Payment,9,6,1,58,1,180.18
Document Verification,14,0,0,71,1,474.74
Document Verification,13,3,0,5,4,5.85
Account Services,17,1,0,20,3,51.64
Document Verification,11,5,1,43,3,84.24
Document Verification,14,3,0,17,1,105.15
General Enquiry,10,6,1,46,3,69.25
Bill Payment,9,6,1,17,3,23.84
Account Services,17,3,0,34,2,121.52
General Enquiry,15,1,0,15,3,16.7
Account Services,15,2,0,32,1,224.46
Account Services,11,5,1,39,2,173.58
Document Verification,10,3,0,40,2,112.04
Customer Support,15,6,1,1,3,2.05
Document Verification,10,3,0,34,3,61.85
Account Services,10,0,0,22,1,195.01
General Enquiry,12,5,1,35,3,45.45
Bill Payment,11,3,0,29,1,89.26
Customer Support,13,4,0,32,2,124.5
Account Services,17,4,0,30,3,67.9
Document Verification,14,2,0,27,1,152.73
Bill Payment,17,4,0,9,1,35.31
Customer Support,11,0,0,27,4,49.25
General Enquiry,14,2,0,43,3,53.11
Customer Support,14,6,1,51,4,97.51
General Enquiry,10,5,1,39,2,90.59
Document Verification,9,0,0,37,2,120.65
General Enquiry,15,3,0,22,1,76.22
Account Services,12,5,1,27,2,114.95
Document Verification,13,6,1,9,4,12.9
Customer Support,11,4,0,4,4,8.45
Customer Support,16,2,0,39,3,81.8
Customer Support,13,4,0,35,4,57.12
General Enquiry,9,0,0,15,3,20.34
General Enquiry,9,2,0,23,4,26.85
Bill Payment,11,0,0,4,3,4.56
Account Services,15,2,0,31,2,102.01
Bill Payment,15,4,0,9,4,6.27
Account Services,14,6,1,32,4,63.38
General Enquiry,16,5,1,49,1,215.37
Customer Support,9,5,1,42,2,163.15
Document Verification,17,4,0,29,3,61.54
General Enquiry,16,5,1,44,1,161.44
General Enquiry,17,6,1,19,2,39.92
Bill Payment,17,4,0,38,4,34.73
Customer Support,10,5,1,71,1,525.22
Document Verification,13,5,1,10,2,32.57
Document Verification,13,1,0,41,1,216.47
Document Verification,14,1,0,12,4,16.44
General Enquiry,13,4,0,34,2,63.62
General Enquiry,15,1,0,7,1,27.77
Account Services,9,2,0,66,2,252.34
Customer Support,13,1,0,10,4,11.9
Account Services,16,0,0,13,1,114.79
Account Services,13,1,0,25,1,192.95
Bill Payment,16,4,0,15,2,24.97
General Enquiry,14,4,0,8,1,36.62
Document Verification,17,6,1,48,1,284.69
Account Services,16,5,1,16,3,45.68
Account Services,12,2,0,17,3,48.14
Account Services,17,6,1,23,2,85.82
Customer Support,9,3,0,20,2,65.68
Bill Payment,14,3,0,13,4,14.33
General Enquiry,13,2,0,31,1,128.49
Document Verification,9,5,1,23,2,71.92
General Enquiry,11,2,0,9,4,8.06
Document Verification,15,1,0,19,1,106.65
Account Services,16,2,0,3,2,9.11
Bill Payment,16,6,1,29,1,99.29
Customer Support,17,1,0,50,3,130.07
Bill Payment,13,6,1,38,3,40.24
Account Services,14,0,0,46,3,117.45
Document Verification,9,0,0,7,2,16.1
Document Verification,11,5,1,37,3,78.02
Bill Payment,17,6,1,43,4,39.56
Account Services,13,5,1,57,1,413.65
Customer Support,10,3,0,53,2,167.55
Account Services,9,2,0,50,2,205.06
Account Services,12,2,0,25,3,75.09
Document Verification,12,0,0,20,1,123.79
Bill Payment,15,3,0,27,2,46.45
Customer Support,10,6,1,71,2,236.65
General Enquiry,15,4,0,27,3,31.18
Customer Support,10,5,1,36,1,247.33
Bill Payment,12,0,0,25,2,47.15
General Enquiry,10,2,0,11,3,15.39
Account Services,13,4,0,15,3,44.3
Bill Payment,11,6,1,7,4,4.17
Bill Payment,12,6,1,11,3,15.66
Document Verification,13,2,0,35,3,67.56
Account Services,10,6,1,27,3,76.3
Customer Support,9,0,0,74,3,166.45
Account Services,12,3,0,19,2,71.97
Document Verification,16,4,0,16,4,27.48
General Enquiry,15,6,1,8,3,10.69
Document Verification,10,1,0,56,2,181.76
Bill Payment,15,0,0,23,3,25.06
Account Services,16,4,0,12,2,57.45
Bill Payment,11,3,0,30,4,27.26
Document Verification,10,5,1,49,2,164.2
Bill Payment,9,1,0,39,3,47.86
Account Services,16,5,1,16,3,35.1
Customer Support,17,4,0,41,1,269.38
Document Verification,15,1,0,15,1,79.18
Bill Payment,9,0,0,5,2,8.05
Customer Support,9,1,0,41,2,141.34
Account Services,10,5,1,73,4,132.6
Document Verification,10,1,0,38,2,126.18
Bill Payment,9,3,0,49,1,174.52
Bill Payment,11,6,1,15,1,48.79
Account Services,14,1,0,4,4,10.07
Document Verification,14,5,1,17,3,32.33
Customer Support,15,5,1,19,1,138.74
Customer Support,12,4,0,36,4,65.62
Bill Payment,14,5,1,37,2,54.46
Customer Support,16,0,0,41,1,324.42
Document Verification,10,3,0,18,4,24.7
Account Services,12,2,0,11,1,82.83
Document Verification,17,5,1,33,1,220.97
Account Services,11,0,0,28,3,69.48
Document Verification,10,6,1,58,2,180.06
General Enquiry,12,2,0,11,2,23.5
Customer Support,13,4,0,26,4,43.68
Customer Support,15,5,1,19,1,150.99
General Enquiry,12,3,0,32,4,30.63
General Enquiry,15,5,1,38,2,79.6
Customer Support,14,4,0,36,4,55.62
Customer Support,14,5,1,13,4,23.91
Document Verification,16,2,0,41,1,216.36
General Enquiry,17,1,0,5,3,6.99
Account Services,11,0,0,26,2,102.86
General Enquiry,10,5,1,27,4,25.98
Bill Payment,13,2,0,5,4,3.43
Bill Payment,16,4,0,18,3,21.47
Bill Payment,16,0,0,58,4,52.92
General Enquiry,9,6,1,7,2,13.18
Account Services,14,2,0,52,2,181.04
Customer Support,12,4,0,15,3,34.9
Customer Support,11,4,0,32,3,68.55
Customer Support,9,1,0,27,1,197.19
Account Services,12,4,0,3,1,17.44
Document Verification,13,3,0,35,4,44.93
General Enquiry,15,0,0,25,4,28.88
Bill Payment,13,6,1,12,2,17.54
Document Verification,9,6,1,9,1,50.87
Customer Support,11,0,0,23,4,34.99
Document Verification,9,2,0,8,2,18.84
Account Services,9,3,0,10,2,36.43
General Enquiry,11,6,1,21,4,22.04
Account Services,14,5,1,26,1,188.03
Customer Support,11,0,0,19,2,65.77
Account Services,10,3,0,34,1,253.11
General Enquiry,16,3,0,36,4,34.34
Account Services,10,6,1,14,3,35.28
Bill Payment,9,5,1,73,2,147.46
Document Verification,16,4,0,23,4,35.41
Customer Support,15,5,1,43,1,343.15
General Enquiry,12,6,1,27,1,100.3
Account Services,14,5,1,55,2,239.64
Customer Support,14,1,0,15,4,32.6
General Enquiry,14,5,1,3,3,4.5
Account Services,11,6,1,16,1,133.3
Document Verification,12,0,0,33,2,95.26
Account Services,9,5,1,7,3,15.98
Customer Support,14,1,0,20,4,36.89
Bill Payment,11,3,0,26,1,96.56
Bill Payment,16,1,0,4,2,8.85
Customer Support,11,2,0,30,1,192.44
Account Services,17,2,0,36,4,80.25
Document Verification,14,2,0,44,2,114.69
Customer Support,10,5,1,76,4,142.38
General Enquiry,16,0,0,57,2,116.96
General Enquiry,14,3,0,38,3,58.4
Bill Payment,10,5,1,17,3,19.41
Document Verification,9,1,0,57,1,328.11
Customer Support,17,0,0,28,2,95.32
Bill Payment,15,0,0,11,1,34.59
General Enquiry,13,2,0,11,3,14.47
Customer Support,11,0,0,9,4,18.2
Bill Payment,9,0,0,26,4,22.82
Document Verification,16,0,0,48,1,313.58
Document Verification,17,1,0,23,3,45.31
Bill Payment,15,1,0,10,1,32.07
General Enquiry,10,2,0,51,4,44.4
Bill Payment,16,2,0,24,2,42.97
Account Services,15,6,1,27,1,226.7
Account Services,10,0,0,12,1,105.46
Bill Payment,9,2,0,12,4,9.4
Bill Payment,14,4,0,15,1,47.35
Customer Support,10,0,0,79,2,234.49
Bill Payment,12,6,1,44,2,68.57
Document Verification,12,4,0,22,3,46.46
Account Services,16,2,0,20,2,75.1
Customer Support,10,4,0,34,3,76.07
Customer Support,16,1,0,25,3,56.37
Bill Payment,9,1,0,12,4,10.35
Document Verification,12,2,0,24,1,162.63
Customer Support,11,0,0,44,1,334.61
Customer Support,13,5,1,54,2,195.71
Account Services,12,5,1,28,1,233.2
General Enquiry,13,4,0,40,2,79.89
Customer Support,11,6,1,8,1,61.87
Customer Support,11,3,0,7,2,26.32
Document Verification,9,1,0,20,1,105.37
Document Verification,10,3,0,3,4,4.98
Customer Support,11,0,0,37,1,274.1
Account Services,15,3,0,24,2,114.6
Bill Payment,14,0,0,44,2,84.6
Bill Payment,14,4,0,37,1,124.78
General Enquiry,14,3,0,6,2,13.0
Account Services,13,3,0,30,3,82.2
Document Verification,9,3,0,38,3,69.81
General Enquiry,12,0,0,5,4,3.14
Account Services,14,1,0,30,3,88.96
General Enquiry,9,4,0,13,2,21.87
Customer Support,10,2,0,41,3,96.03
General Enquiry,12,0,0,20,4,15.02
Customer Support,12,1,0,19,1,129.7
Bill Payment,11,6,1,39,1,146.38
Document Verification,12,3,0,6,1,36.39
Customer Support,11,4,0,32,4,59.69
Document Verification,12,4,0,32,3,66.94
Bill Payment,15,2,0,16,2,29.18
Customer Support,12,5,1,7,1,54.28
Bill Payment,13,0,0,60,1,188.58
Account Services,17,4,0,37,4,68.6
Customer Support,15,4,0,31,3,58.36
Document Verification,14,3,0,55,4,70.67
Account Services,10,3,0,10,4,19.81
Bill Payment,9,2,0,56,1,204.94
Customer Support,11,2,0,10,4,17.92
Document Verification,17,5,1,43,1,291.57
General Enquiry,12,1,0,30,3,42.53
Account Services,9,0,0,86,1,594.86
Document Verification,12,2,0,5,4,12.78
Document Verification,13,3,0,6,1,39.61
Bill Payment,17,5,1,22,2,33.99
Customer Support,15,5,1,13,4,22.11
Bill Payment,9,4,0,46,3,62.61
Customer Support,17,1,0,16,2,57.91
Customer Support,16,5,1,49,4,74.76
General Enquiry,10,6,1,40,4,42.52
Account Services,12,6,1,33,2,133.36
Bill Payment,15,6,1,5,3,5.9
Document Verification,9,4,0,36,3,68.24
Account Services,10,2,0,42,2,175.95
General Enquiry,10,3,0,38,2,79.48
Account Services,16,2,0,17,3,46.8
Bill Payment,9,6,1,35,4,30.33
Customer Support,11,4,0,18,2,71.81
Customer Support,10,4,0,67,1,397.76
Customer Support,11,2,0,24,1,171.17
Customer Support,11,3,0,18,3,39.39
Account Services,11,2,0,6,4,16.88
Account Services,11,4,0,6,1,43.84
Account Services,10,0,0,24,3,71.14
Document Verification,17,2,0,13,2,43.94
Customer Support,9,0,0,43,4,62.21
Document Verification,15,2,0,22,1,143.77
Account Services,9,4,0,33,1,274.39
General Enquiry,14,4,0,48,2,100.9
Account Services,11,4,0,30,2,132.39
Bill Payment,11,3,0,21,2,38.18
Account Services,10,3,0,60,4,136.31
Document Verification,11,5,1,11,2,30.92
Account Services,12,4,0,29,3,72.74
Bill Payment,16,6,1,5,1,15.39
Document Verification,14,6,1,30,2,87.12
Bill Payment,14,5,1,38,3,36.01
General Enquiry,10,6,1,47,2,105.74
General Enquiry,11,2,0,16,3,20.26
Account Services,17,1,0,36,4,60.1
General Enquiry,14,6,1,54,3,76.78
Document Verification,12,3,0,32,1,172.01
Account Services,15,4,0,25,4,51.14
Customer Support,16,0,0,34,4,53.01
General Enquiry,13,4,0,48,3,72.22
Customer Support,15,6,1,7,1,47.06
Account Services,16,3,0,57,3,134.1
Document Verification,16,0,0,14,4,28.41
Bill Payment,10,2,0,10,2,19.74
Bill Payment,16,3,0,12,4,10.96
Document Verification,9,5,1,45,4,64.94
Account Services,9,2,0,28,2,126.02
Document Verification,11,1,0,5,1,34.04
General Enquiry,16,5,1,11,3,13.54
Customer Support,16,2,0,15,2,58.8
General Enquiry,9,2,0,45,1,186.4
Document Verification,12,6,1,11,1,68.03
Document Verification,9,6,1,40,1,232.04
General Enquiry,15,4,0,18,1,78.57
Document Verification,12,3,0,24,1,146.6
Document Verification,10,3,0,31,4,49.83
General Enquiry,10,0,0,10,2,18.43
Bill Payment,17,3,0,23,2,44.56
Account Services,9,1,0,41,1,280.84
Bill Payment,11,3,0,15,1,45.68
Bill Payment,14,2,0,18,3,20.9
Document Verification,10,6,1,16,1,84.9
Account Services,14,1,0,45,3,137.83
Customer Support,15,5,1,17,4,28.53
Bill Payment,9,3,0,2,2,2.48
General Enquiry,14,6,1,58,2,119.41
Document Verification,13,6,1,66,2,192.79
Document Verification,12,5,1,36,2,107.72
Customer Support,12,0,0,37,1,237.09
General Enquiry,15,0,0,25,3,34.58
Bill Payment,10,6,1,6,1,22.59
Document Verification,10,6,1,43,2,116.89
Customer Support,15,2,0,2,2,3.58
Account Services,15,2,0,10,2,41.53
Bill Payment,15,2,0,16,1,55.23
General Enquiry,10,3,0,27,3,34.05
Account Services,12,3,0,29,4,51.9
General Enquiry,9,4,0,55,2,113.53
General Enquiry,10,2,0,14,1,64.98
Document Verification,17,2,0,42,3,80.52
Bill Payment,12,2,0,28,4,27.79
Document Verification,11,0,0,3,4,2.75
Bill Payment,16,1,0,4,1,13.23
General Enquiry,10,4,0,4,3,2.55
Document Verification,14,1,0,38,3,73.14
Account Services,9,6,1,38,4,68.84
Bill Payment,17,3,0,53,3,57.75
General Enquiry,16,2,0,17,4,12.2
Customer Support,13,5,1,42,3,100.37
Account Services,16,0,0,13,2,55.74
Customer Support,10,0,0,43,3,104.51
Document Verification,14,6,1,54,1,336.67
Bill Payment,10,5,1,31,4,26.13
Account Services,13,5,1,28,3,60.64
Account Services,15,3,0,37,4,74.69
Customer Support,14,6,1,35,4,67.75
Document Verification,17,0,0,19,4,26.77
Customer Support,13,3,0,31,2,120.34
Customer Support,12,4,0,18,2,70.19
Bill Payment,15,5,1,11,2,18.03
Customer Support,13,3,0,41,3,86.35
General Enquiry,16,3,0,45,2,79.13
Account Services,14,6,1,35,2,151.81
Account Services,10,0,0,17,3,42.2
General Enquiry,13,1,0,57,1,236.83
General Enquiry,10,2,0,31,1,126.89
Customer Support,10,0,0,61,2,200.21
Document Verification,13,4,0,7,3,12.5
Bill Payment,12,0,0,16,2,25.24
Account Services,17,3,0,26,3,79.08
Bill Payment,14,5,1,60,2,97.23
General Enquiry,10,1,0,42,3,52.68
General Enquiry,11,6,1,25,2,47.75
General Enquiry,15,5,1,11,3,18.13
Document Verification,11,0,0,14,3,27.93
Document Verification,16,5,1,61,2,163.23
General Enquiry,9,6,1,19,4,23.58
General Enquiry,13,6,1,67,4,61.66
General Enquiry,14,3,0,19,1,83.26
Account Services,10,2,0,24,4,40.48
Bill Payment,14,4,0,31,4,29.39
General Enquiry,9,6,1,37,4,42.08
General Enquiry,10,5,1,14,1,58.58
Customer Support,14,5,1,59,1,358.61
Customer Support,10,0,0,30,2,104.68
Bill Payment,9,2,0,51,2,86.56
Account Services,10,3,0,33,1,292.96
General Enquiry,11,1,0,10,4,7.98
General Enquiry,14,0,0,57,3,86.13
Customer Support,9,5,1,59,1,460.6
Document Verification,11,0,0,6,2,15.2
Customer Support,15,5,1,26,3,63.79
General Enquiry,13,6,1,30,3,45.9
Account Services,17,0,0,44,4,83.85
Bill Payment,13,5,1,53,2,89.39
Document Verification,11,5,1,32,3,62.51
Account Services,9,0,0,10,2,37.01
Customer Support,15,0,0,13,1,79.33
Account Services,15,2,0,5,2,22.94
Bill Payment,12,1,0,9,4,6.89
Bill Payment,9,0,0,59,2,105.3
Bill Payment,10,2,0,7,3,8.47
Bill Payment,16,3,0,32,2,55.08
Document Verification,9,4,0,20,4,26.29
General Enquiry,9,2,0,24,1,109.54
Document Verification,15,3,0,14,3,30.01
Account Services,16,1,0,43,2,190.42
Customer Support,11,5,1,23,3,62.72
General Enquiry,12,1,0,16,2,27.62
Bill Payment,12,6,1,15,4,15.23
Account Services,14,0,0,24,4,54.88
Bill Payment,14,3,0,5,2,9.88
Bill Payment,13,0,0,11,2,19.17
Customer Support,11,2,0,7,3,13.02
Account Services,10,3,0,12,3,37.6
Customer Support,11,0,0,40,3,94.93
Account Services,14,2,0,22,2,76.11
Bill Payment,12,0,0,11,2,19.69
Document Verification,16,3,0,46,3,107.97
General Enquiry,9,6,1,28,3,38.17
Bill Payment,9,5,1,8,1,25.97
Document Verification,13,0,0,18,3,40.09
Account Services,12,5,1,41,1,303.97
Customer Support,9,1,0,48,3,116.14
General Enquiry,16,2,0,24,2,50.22
Customer Support,13,6,1,26,4,47.9
Bill Payment,12,3,0,14,3,16.54
Account Services,14,0,0,50,3,146.73
Bill Payment,12,5,1,27,2,47.88
Account Services,15,6,1,8,1,66.0
Bill Payment,13,5,1,56,2,111.51
Document Verification,12,5,1,11,4,12.04
Document Verification,13,2,0,13,1,84.99
Bill Payment,14,6,1,5,4,6.38
Document Verification,9,4,0,48,4,80.42
General Enquiry,11,5,1,8,4,9.63
Bill Payment,17,6,1,62,4,49.33
Bill Payment,14,5,1,26,1,104.15
Bill Payment,17,5,1,27,2,44.56
Document Verification,11,1,0,4,2,12.86
Bill Payment,9,0,0,30,2,44.9
Account Services,14,4,0,34,3,82.35
General Enquiry,11,2,0,10,3,13.05
Customer Support,9,6,1,55,3,143.15
Customer Support,12,4,0,24,2,83.75
Customer Support,9,5,1,10,1,62.9
Customer Support,14,3,0,29,4,47.04
General Enquiry,13,4,0,49,4,46.14
Account Services,15,1,0,29,3,82.57
General Enquiry,11,4,0,32,3,43.89
Account Services,12,1,0,29,1,263.59
Document Verification,11,2,0,26,3,54.5
General Enquiry,17,6,1,15,3,22.79
Account Services,13,2,0,42,3,115.46
Customer Support,15,5,1,41,4,77.82
Account Services,15,0,0,23,2,97.65
Bill Payment,12,2,0,15,1,54.02
Bill Payment,13,5,1,38,1,128.01
Document Verification,11,5,1,3,4,5.56
Document Verification,16,0,0,71,3,152.41
Customer Support,11,6,1,4,3,8.22
Customer Support,10,0,0,47,2,178.38
Customer Support,15,3,0,31,2,114.41
Account Services,14,1,0,29,3,63.34
Bill Payment,9,4,0,52,3,64.49
Document Verification,11,5,1,2,4,4.57
Account Services,17,3,0,25,4,52.31
Document Verification,14,6,1,14,4,22.59
Account Services,10,3,0,40,3,120.56
General Enquiry,14,0,0,16,1,70.57
General Enquiry,12,2,0,11,2,18.22
Account Services,12,6,1,14,2,44.5
Customer Support,14,2,0,3,2,8.77
Bill Payment,12,0,0,46,4,40.82
General Enquiry,14,5,1,33,1,128.56
Customer Support,11,3,0,28,4,55.29
Bill Payment,16,6,1,47,1,156.49
General Enquiry,10,6,1,42,2,89.43
Customer Support,15,0,0,16,2,43.79
Customer Support,12,5,1,4,2,11.44
Customer Support,14,6,1,11,3,26.85
Document Verification,15,0,0,46,3,97.03
Customer Support,11,2,0,1,3,5.95
Bill Payment,11,6,1,18,4,17.42
Customer Support,13,3,0,22,3,55.8
Account Services,10,3,0,13,1,112.1
Bill Payment,15,2,0,30,1,114.83
Bill Payment,15,2,0,27,3,29.63
Customer Support,16,0,0,69,3,143.28
Customer Support,14,2,0,46,2,159.08
Bill Payment,15,4,0,2,1,7.14
General Enquiry,15,1,0,1,3,2.28
Customer Support,17,4,0,22,2,75.67
Bill Payment,9,0,0,25,2,44.99
Bill Payment,13,3,0,29,2,58.38
Document Verification,10,2,0,46,4,60.61
Account Services,17,6,1,32,3,78.6
Bill Payment,14,4,0,40,3,49.38
Customer Support,9,6,1,23,3,52.28
Account Services,10,1,0,37,3,86.99
Bill Payment,11,5,1,17,1,56.84
Document Verification,12,5,1,18,3,35.87
Bill Payment,16,6,1,40,3,46.8
Document Verification,17,0,0,46,4,72.03
Account Services,13,2,0,32,4,61.94
Bill Payment,17,6,1,45,3,54.46
Bill Payment,9,5,1,21,3,27.48
Document Verification,12,1,0,2,4,6.16
Bill Payment,15,0,0,30,2,54.08
General Enquiry,9,5,1,58,1,253.25
Customer Support,10,2,0,22,3,56.92
Document Verification,10,3,0,50,3,108.85
Bill Payment,14,1,0,51,2,90.81
Customer Support,13,0,0,12,1,81.56
Account Services,11,0,0,16,2,69.31
General Enquiry,17,0,0,5,2,11.13
Customer Support,17,5,1,55,3,120.96
Document Verification,12,4,0,16,1,94.85
Customer Support,17,1,0,9,3,21.91
Account Services,11,4,0,10,4,19.57
Document Verification,13,3,0,4,2,12.46
Document Verification,14,0,0,48,2,134.51
Bill Payment,14,4,0,54,2,86.39
General Enquiry,9,6,1,71,1,265.09
General Enquiry,16,6,1,37,3,42.8
Customer Support,17,2,0,19,2,75.58
Bill Payment,9,3,0,38,1,114.48
Account Services,11,6,1,8,2,30.68
Customer Support,17,3,0,49,2,173.77
Bill Payment,11,1,0,20,2,39.98
Document Verification,14,6,1,45,3,81.62
General Enquiry,14,4,0,15,3,19.84
Bill Payment,9,1,0,17,1,60.66
Account Services,10,4,0,34,4,73.18
Account Services,14,5,1,3,3,6.04
Account Services,12,0,0,47,1,403.92
Document Verification,10,5,1,49,1,272.54
Document Verification,11,1,0,36,2,116.59
Document Verification,16,5,1,31,1,163.01
Account Services,17,4,0,11,4,25.6
Bill Payment,14,2,0,23,1,76.59
Account Services,13,0,0,29,2,115.32
Bill Payment,17,0,0,23,3,24.16
Customer Support,9,3,0,49,1,382.01
Document Verification,15,6,1,28,2,82.88
Account Services,15,4,0,19,1,164.99
Document Verification,16,5,1,38,3,67.57
Document Verification,15,3,0,31,3,58.57
Document Verification,9,6,1,33,1,178.38
General Enquiry,11,4,0,16,4,15.02
Document Verification,9,1,0,19,2,60.42
Bill Payment,16,0,0,57,1,208.59
Bill Payment,17,3,0,27,3,27.19
Document Verification,9,2,0,21,4,36.47
Customer Support,17,0,0,52,2,204.03
General Enquiry,11,0,0,14,1,48.1
Document Verification,14,0,0,53,4,71.05
Bill Payment,12,0,0,49,1,145.66
Customer Support,12,0,0,10,2,38.11
Customer Support,12,0,0,35,1,232.98
Document Verification,17,6,1,41,4,58.37
Account Services,15,3,0,37,2,144.33
Account Services,14,3,0,50,4,94.2
Document Verification,17,2,0,38,4,54.55
Customer Support,16,2,0,40,2,134.54
Bill Payment,15,3,0,13,1,53.25
Account Services,17,6,1,35,1,315.99
Document Verification,14,2,0,25,1,150.61
Account Services,12,0,0,19,1,159.02
General Enquiry,11,3,0,11,1,46.94
Customer Support,11,2,0,7,3,18.19
Customer Support,15,1,0,16,1,120.61
Document Verification,17,3,0,40,1,251.85
Document Verification,13,3,0,47,4,70.94
General Enquiry,13,1,0,58,2,131.27
Document Verification,15,3,0,3,2,7.76
Bill Payment,15,4,0,2,2,2.55
Customer Support,11,2,0,13,1,78.23
Bill Payment,14,6,1,37,1,126.49
Document Verification,13,1,0,22,1,130.33
Bill Payment,16,5,1,17,2,30.7
Bill Payment,16,5,1,13,4,12.04
Account Services,12,5,1,6,4,11.73
Bill Payment,10,5,1,25,3,34.23
Account Services,12,3,0,4,3,12.88
Document Verification,13,4,0,49,4,78.09
Customer Support,14,0,0,65,2,254.0
Account Services,16,6,1,11,2,43.77
Account Services,14,5,1,21,2,86.78
Bill Payment,9,5,1,67,3,68.98
Bill Payment,9,5,1,57,1,180.21
Account Services,16,4,0,42,1,335.15
Customer Support,11,1,0,30,2,108.87
